ID,Description,Entry_ID,Comment,Synonym,alt_translation1,alt_translation2
SN001726,"baby, young, green (not ripe)",llullu,,tierno,"bebe, tierno","llullu, huahua"
SN001727,wolf (f),loba,,,loba,atuc (huarmipa)
SN001728,wolf (m),lobo,,,lobo,atuc (jatun)
SN001729,crazy,loca,,,loca,luca
SN001730,crazy,loco,,,loco,lucu
SN001731,thick stew,locro,,,locro,api
SN001732,mud,lodo,,,lodo,turu
SN001733,"achieve, accomplish",lograna,,,lograr,lograna
SN001734,Lola,Lola,Nombre propio (persona).,,Lola,Lola
SN001735,hill,loma,,,"loma, colina",loma
SN001736,"candle, stove, fire",lombri,,,"candela, fogón, fuego",nina
SN001737,the same,lomismo,"Palabra compuesta derivada del español: ""lo + mismo"".",,lo mismo,shinallata
SN001738,"youngster (f), teenager (f), young person (f), child (f)",longa,,cuytsa ; huambra ; joben,"joven (f), señorita, guambra","longa, cuytsa, huambra"
SN001739,"youngster (m), teenager (m), young person (m), child (m)",longu,,huambra ; joben,"joven (m), guambra","longo, huambra"
SN001740,"East, jungle, Amazon",lorinti,"Palabra compuesta derivada del español: ""el + oriente"".",,"oriente, este, amazonía, jungla",loriente
SN001741,lottery,loteriya,,,lotería,loteria
SN001742,Lucas,Lucas,Nombre propio (persona).,,Lucas,Lucas
SN001743,star,lucero,,estrella,"estrella, lucero","lucero, istrilla"
SN001744,"fight, struggle",lucha,,,"lucha, pelea",lucha
SN001745,"fight, struggle",luchana,,,"luchar, pelear",macana
SN001746,Lucy,Luci,Diminutivo de un nombre propio (persona).,,Luci,Luci
SN001747,Lucia,Lucia,Nombre propio (persona).,,Lucía,Lucia
SN001748,"place, spot, stand (for selling items)",lugar,,,"lugar, puesto","lugar, pushtu"
SN001749,free (i.e. not busy),lugarlla,,desocupado,desocupado,lugarlla
SN001750,Luis,Luis,Nombre propio (persona).,,Luis,Luis
SN001751,"moon, month",luna,,,"luna, mes",quilla
SN001752,Monday,lunes,Día de la semana.,,lunes,lunes
SN001753,light,luz,,micha,luz,"achi, micha"
SN001754,Luz Maria,Luz_Maria,Nombre propio (persona).,,Luz María,Luz Maria
SN001755,Machachi,Machachi,Nombre de una ciudad ubicada al sur de Quito.,,Machachi,Machachi
SN001756,machete,machete,,,machete,machete
SN001757,skein,madeja,,,madeja,madeja
SN001758,wood,madera,,,madera,caspi
SN001759,stepmother,madrastra,,,madrastra,madrastra
SN001760,placenta,madre,"Sustantivo que rara vez es usado para decir ""mamá"".",,placenta,madre
SN001761,godmother,madrena,,,madrina,achy mama
SN001762,"early morning, dawn",madrugadu,,LX000062 ; temprano,madrugado,"tutamanda, ansa"
SN001763,get up early,madrugana,,,madrugar,madrugana
SN001764,"ripen, mature",madurana,,,madurar,"pucuchina, focuna"
SN001765,"ripe, mature",maduro,,,maduro,focushca
SN001766,teacher (f),maestra,,profesora,"maestra, profesora",yachachic (huarmipa)
SN001767,"corn, maize",mais,,chocllo,"choclo, maíz","sara, chucllu"
SN001768,wrapped up,maitoshca,,,envuelto,maito
SN001769,"manure, fertilizer",majada,,abono,abono,huano
SN001770,"bad, poorly",mal,,,mal,nali
SN001771,"bad (f), poorly (f)",mala,,,mala,nali (huarmipa)
SN001772,weed,mala_guerba,,,mala hierba,yanga jihua
SN001773,bad luck,mala_suerte,,,mala suerte,chiqui
SN001774,spoiled (person/ child),malcriado,,,malcriado,malcriadu
SN001775,witchcraft,maldecalle,"Sustantivo derivado del español: ""mal + de + calle"".",,"brujería, hechicería, mal de calle",fucushcacuna
SN001776,Maldonado,Maldonado,Apellido.,,Maldonado,Maldonado
SN001777,witchcraft,malechu,"Sustantivo derivado del español: ""mal + hechos"".",,"brujería, hechicería",fucushcacuna
SN001778,very bad,malisimo,"Aumentativo de ""malo"".",,malísimo,nali nali
SN001779,"bad (m), poorly (m)",malo,,,malo,nali (jaripa)
SN001780,"plant sprout, bud, seedling",malqui,,LX000167,"retoño, brote, hijuelo, nuevo tallo de planta",malqui
SN001781,"young/ baby bird, chick",malton,,,"maltón, joven (ref. pájaro)",malton
SN001782,"mother, mom, ma'am, Ms.",mama,,,"madre, mamá, señora, doña",mama
SN001783,Mt. Cotacachi,Mama_Cotacachi,Nombre de un volcán ubicado al noroeste de Otavalo.,,el volcán Cotacachi,Mama Cotacachi
SN001784,Oh geesh! Oh my god!,mamasita,"Diminutivo de ""mama"".",,"mamacita!, dios mío!",mamitahualla!
SN001785,Oh geesh! Oh my god!,mamita,"Diminutivo de ""mama"".",,"mamacita!, dios mío!",mamitahualla!
SN001786,poor thing! mommy!,mamitica,"Diminutivo de ""mama"". Exclamación usada cuando uno se asusta.",,"pobrecita!, mamacita!",mamacugulla!
SN001787,Manabí,Manabi,Nombre de una provincia.,,Manabí,Manabi
SN001788,tomorrow,LX000111,,,mañana,caya
SN001789,"scare, frighten",manchana,,espantana,"asustar, espantar",manchana
SN001790,ordered around,mandado,,,"mandado, al mando",mandashca
SN001791,"send, order",mandana,,,"enviar, mandar, ordenar",cachana
SN001792,"what?, excuse me?",mande,,,"mande?, qué?, cómo?, perdón?",jau?
SN001793,"drive, control",manejana,,,"manejar, conducir, controlar",manejana
SN001794,mango,mango,,,mango,mango
SN001795,hose,manguera,,,manguera,manguera
SN001796,"contribution, present",maniay,Ceremonia para pedido de matrimonio.,,"pedido, contribución, gasto (matrimonio)",maniay
SN001797,bracelet,manillas,"Se encuentra casi siempre con el pluralizador del español ""s"".",pulsera,"brazalete, pulsera, manilla",manillas
SN001798,hand,mano,,,mano,maqui
SN001799,"bunch, handful, bundle, bouquet",manojo,,,manojo,maquijunda
SN001800,tame,manso,,,manso,"mansu, ali"
SN001801,"lard, fat",manteca,,vira,"manteca, grasa",vira
SN001802,tablecloth,mantel,,,mantel,mantel
SN001803,support,mantenina,,,mantener,mantenina
SN001804,"wedding, marriage",mantrimonio,,,matrimonio,"cazaray, casamientu"
SN001805,"handicrafts, crafts",manualidades,"Se encuentra casi siempre con el pluralizador del español ""s"".",artesaniya,"manualidades, artesanía",manualidadescuna
SN001806,Manuel,Manuel,Nombre propio (persona).,,Manuel,Manuel
SN001807,Manuela,Manuela,Nombre propio (persona).,,Manuela,Manuela
SN001808,Manuelito,Manuelito,"Diminutivo de ""Manuel"".",,Manuelito,Manuelito
SN001809,apple,manzana,,,manzana,manzana
SN001810,camomile,manzanilla,,,manzanilla,manzanilla
SN001811,dirty,mapa,,sucia ; sucio,"sucio, sucia",mapa
SN001812,"get dirty, soil",mapayana,,,ensuciar,mapayana
SN001813,machine,maquina,Se usa normalmente para referirse a las máquinas de coser.,,máquina,maquina
SN001814,"sea, ocean",mar,,,"mar, océano",jatun yacu
SN001815,"carry, pick up",marcana,,,"marcar, alzar/ levantar en los brazos",marcana
SN001816,Marco,marco,Planta medicinal. Nombre científico: ambrosia arborescens mill.,,marco,marcu
SN001817,daisy,margarita,Planta ornamental.,,margarita,margarita
SN001818,"Maria, Mary",Maria,Nombre propio (persona).,,María,Maria
SN001819,Mariana,Mariana,Nombre propio (persona).,,Mariana,Mariana
SN001820,husband,marido,,,"esposo, marido",cusa
SN001821,butterfly,mariposa,,,mariposa,mariposa
SN001822,Mariscal,Mariscal,Tipo de sombrero muy usado en la zona.,,mariscal,mariscal
SN001823,Tuesday,martes,Día de la semana.,,martes,martes
SN001824,Martha,Martha,Nombre propio (persona).,,Martha,Martha
SN001825,March,marzo,Mes del año.,,marzo,marzu
SN001826,"most, more",mas,,,más,"ashtahuan, yali"
SN001827,"more or less, about",mas_o_menos,,,más o menos,ashtahuan shinalla
SN001828,dough,masa,,,masa,masa
SN001829,a traditional type of soup,masamorra,,api ; boda ; colada,"mazamorra, colada","api, boda"
SN001830,more than,masde,"Palabra compuesta derivada del español: ""más + de"".",,"más de, más que",yali ashtaca
SN001831,"son-in-law, brother-in-law, nephew",masha,,guierno,"yerno, cuñado, sobrino",masha
SN001832,flour made from ground toasted barley,mashca,,,máchica,mashca
SN001833,mashua (type of tuber plant),mashua,,,mashua (clase de tubérculo),mashua
SN001834,ear of corn,masorca,,,mazorca,masorca
SN001835,the rest,maspash,"Expresión fija derivada del español: ""más"" y del quichua: ""-pash""",,lo demás,ashtahuanpish
SN001836,"I don't care, whatever",masqueyari,"Expresión fija derivada del español: ""más + que"" y del quichua: ""yari""",,"no me importa, lo que sea",masqueyari
SN001837,"even, even though, although, if",masqui,"Expresión derivada del español: ""más + que"".",aunquesea ; siquiera,"más qué, aunque sea, si es que","masqui, si"
SN001838,"bush, shrub",mata,,,"mata, arbusto",yura
SN001839,kill,matana,,,matar,huañuna
SN001840,material,material,,,material,material
SN001841,marriage,matrimonio,,casamiento ; casarashca,matrimonio,casamientu
SN001842,head office,matriz,,,matriz,matris
SN001843,Mauricio,Mauricio,Nombre propio (persona).,,Mauricio,Mauricio
SN001844,May,mayo,Mes del año.,,mayo,mayu
SN001845,"older, elder",mayor,,,mayor,jatun
SN001846,foreman,mayoral,,,mayoral,mayoral
SN001847,"teacher (m), builder (m)",maytro,,constructor ; profesor ; trabajac ; trabajador,"maestro, profesor, albañil",maytro
SN001848,"wrap, wrap up in",maytuna,,embolvina,"envolver, fajar",pilluna
SN001849,"pee, urinate",meana,,orinana,"mear, orinar",ishpana
SN001850,"pee, urine",meashca,,,orina,ishpashca
SN001851,"half, middle",media,,,"media, mitad",chaupi
SN001852,a gift consisting of various food items,mediano,Ofrenda presentada por el padrino en las ceremonias religiosas.,,mediano,mediano
SN001853,"through, by means of, via",mediante,,,"mediante, a través de","mediante, chaimanta"
SN001854,socks,medias,"Casi siempre se encuentra con el pluralizador del español ""s"".",,medias,"medias, meda"
SN001855,medicineL1867L1849:L1872,medicina,,,medicina,japicuna
SN001856,medicinal,medicinal,,,medicinal,jambi jigua
SN001857,measurement,medida,,,medida,medida
SN001858,"meter, gauge",medidor,,,medidor,medidor
SN001859,measure,medina,Frecuentemente usada con el reflexivo -ri.,,medir,"barana, medina"
SN001860,half,medio,,,medio,chaupi
SN001861,"better, best",mejor,"Se encuentra también con el pluralizador del español ""s"".",,mejor,ashtahuan
SN001862,improvement,mejoramiento,,,mejoramiento,mejoramiento
SN001863,"improve, better",mejorana,,,mejorar,"alitucuna, ñaupa llujchina"
SN001864,molasses,melasa,,,melaza,"melasa, mishqui"
SN001865,melloco (ullucus),melloco,"Se encuentra también con el pluralizador del español ""s"".",,melloco,millucu
SN001866,"smart, intelligent",memoriado,,,inteligente,memoriado
SN001867,stir,meniana,,,menear,cuyuchina
SN001868,"younger, little",menor,,,menor,uchila
SN001869,less,menos,,,menos,ashalla
SN001870,least expected (moment),menos_pensado,"Expresión fija derivada del español: ""menos y pensado"".",,menos pensado,menos pensado
SN001871,mint,menta,,,menta,menta
SN001872,lie,mentina,,,mentir,llulluna
SN001873,tripe,menudu,,tripa,"menudo, tripas",chunchuly
SN001874,market,mercado,,,mercado,mercadu
SN001875,Mercedes,Mercedes,Nombre propio (persona).,,Mercedes,Mercedes
SN001876,"dinner, supper",merienda,,cena,"merienda, cena","chishimicuna, chishi sena"
SN001877,jam,mermelada,,,mermelada,"mermelada, mishqui"
SN001878,month,mes,"Se encuentra también con el pluralizador del español ""s"".",,mes,"quilla, mes"
SN001879,table,mesa,,,mesa,mesa
SN001880,"mix, make a mixture, vary",mesclachina,,,"variar, mezclar, hacer una mezcla",cuyuchina
SN001881,"mixed, blended, Media Lengua",mesclado,,chapu,"mezclado, mezcla, media lengua","chapu, chapushca, chaupishimi"
SN001882,"be stingy with, skimp",mesquina,,,"mezquinar, tacaño",mesquina
SN001883,"mestizo, mixed race",mestiso,,,mestizo,mishu
SN001884,metal,metal,,,metal,jerro
SN001885,"put, insert, place",metena,,,"meter, poner, insertar",satina
SN001886,meter,metro,"Unidad de medida equivalente a 100 centímetros. Se encuentra también con el pluralizador del español ""s"".",,metro,metro
SN001887,"light, wick",micha,,luz,"luz, mecha",micha
SN001888,"Miche, Mercedes",Miche,"Diminutivo del nombre ""Mercedes"".",,Miche,Michi
SN001889,Micolaza,Micolatsa,Nombre propio (persona).,,Micolaza,Micolatsa
SN001890,scared,miedo,,,miedo,manchanayay
SN001891,scary (f),miedosa,,,miedosa,manchanayay (f)
SN001892,scary (m),miedoso,,,miedoso,manchanayay (m)
SN001893,honey,miel,,,miel,mishqui
SN001894,Wednesday,miercoles,Día de la semana.,,miércoles,miercoles
SN001895,Ministry of Economic and Social Inclusion,MIES,Siglas para: Ministerio de Inclusión Económica y Social.,,MIES,MIES
SN001896,Miguel,Miguel,Nombre propio (persona).,,Miguel,Miguel
SN001897,thousand,mil,,,mil,guaranga
SN001898,miracle,milagro,,,milagro,milagro
SN001899,Milan,Milan,Nombre de una vertiente de la zona.,,Milán,Milan
SN001900,millions,millones,,,millones,millones
SN001901,"sugar, sweetener, panela, honey",millqui,,,"dulce, azúcar, panela, miel",mishqui
SN001902,"sweet, delicious, tasty",LX000112,,,"dulce, delicioso, rico",mishqui
SN001903,ministry,minesterio,,,ministerio,minesterio
SN001904,volunteer community workforce,minga,,,minga,mingay
SN001905,need,minisitina,,,necesitar,minishtina
SN001906,minute,minuto,,,minuto,minuto
SN001907,"my, mine",mio,,,"mi, mío, mía",ñucapa
SN001908,"grow, increase",mirana,,,crecer,mirana
SN001909,mass,misa,,,misa,misha
SN001910,"miserable, mean, mean-spirited, horrible",miserable,,,miserable,mista
SN001911,"mestiza (f), mixed race (f)",misha,,,mestiza,misha
SN001912,"mestizo (m), mixed race (m)",mishu,,,mestizo,mishu
SN001913,cat,misi,,,gato,misi
SN001914,at the same time,mismahora,"Palabra compuesta derivada del español: ""misma + hora"".",,la misma hora,"horallata, pachallata"
SN001915,"same, exactly",mismo,,,mismo,-llata
SN001916,move,mobina,,,mover,cuyuchina
SN001917,Mocha,Mocha,Apellido.,,Mocha,Mocha
SN001918,backpack,mochila,,,mochila,mochila
SN001919,Indigenous person with short hair,mocho,Apodo. Hombre indígena que lleva el pelo corto o que se ha cortado el cabello.,,mocho,muchu
SN001920,"snotty (f), snot-nosed (f), little child (f)",mocosa,,,mocosa,mocosa
SN001921,"snotty (m), snot-nosed (m), little child (m)",mocoso,,,mocoso,mocoso
SN001922,fashion (clothes),moda,,,moda de ropa,mushuc churana
SN001923,mute (inability to speak),modo,,,mudo,modo
SN001924,"wet, soaked",mojadu,,,mojado,shutushca
SN001925,"wet, soak",mojana,,,mojar,shutuna
SN001926,"wet, soaked",mojashca,,,mojado,shutushca
SN001927,"bother, annoy",molestana,,jodena,molestar,molestana
SN001928,annoying,molestoso,,,molestoso,jodido
SN001929,grind,molina,,cutana ; remolina,moler,cutana
SN001930,"mill, windmill",molino,,,molino,molino
SN001931,feed (e.g. animals),molishca,,,"molido, balanceado",cutashca
SN001932,nun,monja,,,monja,"madre, monja"
SN001933,monkey,mono,,,mono,mono
SN001934,mount,montana,,,montar,sicana
SN001935,mountain,LX000113,,,montaña,urcu
SN001936,"forest, hill, mountain",monte,,,"bosque, monte, montaña","sacha, urcugu"
SN001937,pile,monton,,,montón,muntun
SN001938,"accumulate, add up, pile up",montona,,,amontonar,montona
SN001939,"a lot of, much, many, a ton of,",montonera,,,"bastante, montón","ashta, yapa yapa"
SN001940,blackberry,mora,"Se encuentra también con el pluralizador del español ""s"".",,mora,mora
SN001941,purple,LX000114,,,morado,morado
SN001942,bruise,LX000115,,,"moretón, morado",morado
SN001943,bite,mordina,,,"morder, picar",canina
SN001944,bite,mordishca,,,mordido,canishca
SN001945,Moreno,Moreno,Apellido.,,Moreno,Moreno
SN001946,morgue,morgue,,,morgue,morgue
SN001947,"die, get sick, fall ill",morina,,LX000101,"morir, enfermar",huañuna
SN001948,"dead (person, body)",morishca,,muerto,muerto,huañushca
SN001949,"gossip, murmur, whisper, mutter",mormurana,,,"murmurar, chismear",moromurana
SN001950,mix of two colors,moro,,,"pintado, mezcla de dos colores",moro moro
SN001951,ripened corn (overly) that looks like morocho,morochado,Nombre que se da al maíz cuando se pasa (maduración) y sale como morocho. Parece más morocho que maíz.,,amorochado,morochuyashca
SN001952,cracked white corn,morochillu,,,"morochillo, morochito",morochillu
SN001953,dried cracked hominy corn,morocho,Maíz blanco.,,morocho,morocho
SN001954,"card, unravel, teasel",morrona,,,"carmenar, cardar lana",murruna
SN001955,"fly (insect), bee, mosquito",mosco,,,"mosco, abeja, mosquito",chuspi
SN001956,moss,mosgo,,,musgo,musgu
SN001957,"be desperate, be anxious, be delirious",mosparipana,Verbo que demuestra ansias o desesperación.,,"desesperar, delirar",mosparipana
SN001958,"hominy, boiled corn",mote,,,mote,muti
SN001959,show,motrana,,amotrana ; vichina,mostrar,"ricuchina, amutrana"
SN001960,"move, rotate, turn",movichina,,cuyuchina,"mover, girar",cuyuchina
SN001961,"a lot (f), much (f), many (f)",mucha,"Se encuentra también con el pluralizador del español ""s"".",,mucha,"ashta (huarmipa), yapa (huarmipa)"
SN001962,girl,LX000116,,,"muchacha, chica, niña","cuytsa, longa"
SN001963,"maid, servant",LX000117,,,"sirvienta, empleada doméstica",china
SN001964,kiss,muchana,,,besar,muchana
SN001965,"trilby hat (similar to), derby hat (similar to)",muchiju,,angara_palo_muchigu ; sombrero,sombrero,muchiju
SN001966,"a lot (m), much (m), many (m)",mucho,"Se encuentra también con el pluralizador del español ""s"".",,mucho,"ashta (jaripa), yapa (jaripa)"
SN001967,furniture,mueble,,,mueble,mueble
SN001968,"tooth, molar",muela,,,"muela, diente",muela
SN001969,"pissed off, very angry",muerto,"Expresión fija derivada del participio ""muerto"" en español.",morishca,muerto de iras,ashta coleramanta huañujunga
SN001970,woman,mujer,,,mujer,huarmi
SN001971,"fine, fee, sanction, penalty",multa,,,multa,cobrana
SN001972,"fine, sanction, penalize",multana,,,"multar, sancionar",multana
SN001973,"multiple, various",multipli,,,"múltiple, varios","taucapura, multipli"
SN001974,"world, earth",mundo,,,mundo,"mundu, alpa, pacha"
SN001975,"doll, scarecrow",LX000118,,,"muñeco, espantapájaros","huahua, muñeco"
SN001976,municipal police,municipal,,,municipal,municipal
SN001977,municipality,municipio,,,municipio,"municipio, jatunapuc"
SN001978,bat,murcielago,,,murciélago,murcielago
SN001979,wall,muro,,,muro,muro
SN001980,museum,museo,,,museo,museo
SN001981,"dumb, stupid, useless",mushpa,,,"tonto/ tonta, inútil, sonso/ sonsa",mushpa
SN001982,music,musica,,,música,"tunu, muzhica"
SN001983,band (musical),musico,,banda,"musico, banda","banda, tunu, muzhica"
SN001984,very,muy,,,muy,ashta
SN001985,seed,muyu,,semilla,semilla,muyu
SN001986,"go for a stroll, dance in a circle",muyuna,,,"dar una vuelta, bailar en círculo",muyuna
SN001987,no,na,Adverbio que no es muy común.,no,no,"na, mana"
SN001988,"sprouts, buds, eye",LX000119,,ojos,"brotes, ojo",ñavi
SN001989,turnip,nabo,,,nabo,nabo
SN001990,"national, local",nacional,,,nacional,national
SN001991,"nothing, not at all",nada,,yanga,nada,nima
SN001992,swim,nadana,,,nadar,nadana
SN001993,"no one, nobody",nadie,,niquen,nadie,nipi
SN001994,"painful, hurt, injured",nanac,,,"dolorido, adolorido",nanac
SN001995,orange (fruit),naranja,,,naranja,naranja
SN001996,nose,naris,,,nariz,singa
SN001997,Natabuela,Natabuela,Nombre de una parroquia ubicada al oeste de Ibarra.,,Natabuela,Natabuela
SN001998,Nati,Nati,"Diminutivo del nombre ""Natividad"".",,Nati,Nati
SN001999,natural,natural,,,natural,natural
SN002000,nature,naturalesa,,,naturaleza,pachamama
SN002001,Christmas,navidad,,,navidad,navidad
SN002002,necessary,necesario,,,necesario,minishtina (verboshna)
SN002003,do business,negociana,,,negociar,negociana
SN002004,business dealings,negocio,,,negocio,negosio
SN002005,"businessperson, buyer, dealer, seller",negosiante,,,"negociante, comprador","randidor, negociante"
SN002006,"black, dark",negro,,,"negro, oscuro",yana
SN002007,necessity,nesidad,,,necesidad,minishty
SN002008,foolish,nesio,,,necio,nesio
SN002009,"need, require",nesitana,,,"necesitar, requerir",ministina
SN002010,snow,nevana,,,nevar,rrasuna
SN002011,"neither, nor, not at all, not even",ni,,,ni,"na, ni"
SN002012,snow,niebe,,,nieve,rrasu
SN002013,"fog, clouds",niebla,,,"niebla, nubes",fuyo
SN002014,granddaughter,LX000120,,,nieta,nieta
SN002015,grandson,LX000121,,,nieto,nieto
SN002016,"ever again!, never again!",nimas,"Expresión fija derivada del español: ""ni + más"".",,nunca más!,nimas!
SN002017,girl,LX000122,,,niña,"cuytsa, longa, huarmi huahua"
SN002018,firefly,nina_juro,,,luciérnaga,nina juru
SN002019,"too much, too many, a lot",ninanta,,,demasiado,"ninanta, sinchi"
SN002020,"not a single one, none (f, s)",ninguna,,,"ninguna, ni uno","nima, nishuc (shuclla huarmipa)"
SN002021,"not a single one, none (m, pl)",ningunos,,,"ningunos, ni uno","nima, nishuc (tauca jaripa)"
SN002022,boy,LX000123,,,niño,"jari huahua, longo"
SN002023,nowhere,niondelado,"Expresión compuesta derivada del español: ""ni + dónde + lado"".",niundi,"ningún lado, ninguna parte",nimay ladu
SN002024,nothing,nique,"Palabra compuesta derivada del español: ""ni + que"".",,nada,nima
SN002025,"no one, nobody",niquen,"Palabra compuesta derivada del español: ""ni + quien"".",nadie,nadie,nipi
SN002026,"no where, anywhere",niundi,"Palabra compuesta derivada del español: ""ni + donde"".",niondelado,"ningún lado, ninguna parte",nimay
SN002027,no,no,,na,no,"na, mana"
SN002028,"never mind, it's not important",no_inporta,"Expresión fija derivada del español: ""no + importa""; no adquiere morfología verbal.",,no importa,navalinchu
SN002029,there is/ are not,noai,"Palabra compuesta derivada del español: ""no + hay"".",,no hay,"illan, na tiyanchu"
SN002030,cloud,nobe,,,nube,fuyu
SN002031,"did you know?, can't you see that?, right?",nobeque,"Expresión fija derivada del español: ""no + ves + que"".",,no ves que,na rricurcanguichu
SN002032,"girlfriend, fiancée, bride",nobia,,,novia,"cumba, nobia"
SN002033,November,nobiembre,Mes del año.,,noviembre,nobiembri
SN002034,"boyfriend, fiancé, groom",nobio,,,novio,"cumba, nobio"
SN002035,not sure if…,nocha,"El morfema ""-cha"" funciona como un dubitativo.",,no se sabe si…,nacha
SN002036,night,nochi,,,noche,tuta
SN002037,right?,nochu,,,no cierto?,nachu
SN002038,name,nombrana,"Palabra compuesta del español: ""no"" y del quichua ""chu"".",,nombrar,shutina
SN002039,name,nombre,,shuti,nombre,shuti
SN002040,not yet,nora,,,"todavía no, aún no",nara
SN002041,north,norte,Punto cardinal.,,norte,oraiman
SN002042,I don't know,nose,"Expresión derivada del español: ""no + sé""; no adquiere morforlogía verbal.",,no sé,na yachanichu
SN002043,"grade, mark, note",nota,,,"nota, marca",nota
SN002044,"information, news",noticiascuna,,avitsacuna,"información, noticias",villaycuna
SN002045,ninety,noventa,,,noventa,"noventa, ishcun chunga"
SN002046,"did you know?, can't you see that?, right?",novis,"Expresión fija derivada del español: ""no + ves"".",,no ves,na ricungui
SN002047,"don't you see that... can't you tell that…, you know…",novisque,"Expresión fija derivada del español: ""no + ves + que"".",,no ves que…,"nachu, vijunguichu"
SN002048,neck,nuca,,,"cuello, nuca",nuca
SN002049,"we, us, our",LX000124,,nuestro,"nosotros, nosotras, nuestro, nuestra",ñucanchi
SN002050,brain,LX000125,,ceso ; LX000127,cerebro,ñuctu
SN002051,new,nuebo,,,nuevo,mushuc
SN002052,daughter-in-law,nuera,,,nuera,jachun
SN002053,"we (f), us (f), our (f)",nuestra,"""Nuestro"" se encuentra con más frecuencia en ambos géneros.",,"nosotras, nuestra",ñucanchi (huarmipa)
SN002054,"we, us, our",nuestro,,LX000124,"nosotros, nosotras, nuestro, nuestra",ñucanchi
SN002055,nine,nueve,,,nueve,iscun
SN002056,number,numero,,,número,"yupay, numeru"
SN002057,never,nunca,,,nunca,"nima, na, mana"
SN002058,soft,LX000126,,,suave,ñutu
SN002059,brain,LX000127,,ceso ; LX000125,ceso,ñutojo
SN002060,or,o,,,o,o
SN002061,"obedient, respectful",obediente,,,obediente,"yachashca, obidiente"
SN002062,wind up thread/ wool,obillana,,,enrollar hilo/ lana,ubillana
SN002063,ball of thread/ wool,obillu,,,ovillo,ubillu
SN002064,"obligated, required",obligado,,,obligado,"obligadu, rrurana tucuna (verboshna)"
SN002065,"obligate, require",obligana,,,obligar,ubligana
SN002066,obligatory,obligatorio,,,obligatorio,"obligadu, obligatorio"
SN002067,"work, job (ref. task)",obra,,,obra,"obra, llancay"
SN002068,oca (New Zealand yam),oca,,,oca,uca
SN002069,eucalyptus,ocalito,Árbol no nativo pero que es común en la región. Nombre científico: alnus acuminata.,,eucalipto,ocalito
SN002070,sickle,oces,"Se encuentra frecuentemente con el pluralizador del español ""s"".",,hoz,otses
SN002071,eighty,ochenta,,,ochenta,"ochenta, pusac chunga"
SN002072,eight,ocho,,,ocho,"ocho, pusac"
SN002073,eight hundred,ochosientos,,,ochocientos,"ocho cientus, pusac patsac"
SN002074,October,octubre,Mes del año.,,octubre,octubri
SN002075,busy,ocupado,,,ocupado,ocupashca
SN002076,use,ocupana,,,"usar, poner, añadir","charina, churana"
SN002077,west,oeste,Punto cardinal.,,oeste,"oeste, cutinsuyu"
SN002078,"official document, record, written notification",oficio,,,"oficio, documento, récord",oficio
SN002079,offer,ofrecena,,,ofrecer,ofresena
SN002080,hear,oina,,,oír,uyana
SN002081,hopefully,ojala,,,ojalá,ojala
SN002082,eye,ojos,"Se encuentra casi siempre con el pluralizador del español ""s"".",LX000119,ojos,ñabi
SN002083,smell,olina,,,oler,ashnana
SN002084,pot (ref. cooking),olla,,,olla,manga
SN002085,smell,olor,,,olor,ashna
SN002086,forget,olvidana,,cungana,olvidar,cungana
SN002087,where?,onde,"Se encuentra frecuentemente con el locativo ""-pi"".",,dónde?,maypi?
SN002088,any place,ondelado,"Palabra compuesta derivada del español: ""dónde + lado"".",,cualquier lado,mayjan lado
SN002089,eleven,onse,,,once,"onse, chunga-shuc"
SN002090,"time, hour",oras,,,hora,"oras, cayoras, pacha"
SN002091,oregano,oregano,,,orégano,oregano
SN002092,ear,oreja,,,oreja,rrinrrin
SN002093,"organize, meet up",organisana,,,"organizar, reunir",tandanajuna
SN002094,organization,organisasion,,,organización,organisasion
SN002095,organized,organizado,,,organizado,tandanajushca
SN002096,organization,organizasion,,,organización,tandanajui
SN002097,proud,orgulloso,,,orgulloso,orgulloso
SN002098,"jungle, Amazon, east",orienti,,,"oriente, este",oriente
SN002099,original,original,,,original,"alipacha, paypacha"
SN002100,"edge, riverbank",orilla,,,"orilla, filo, borde",manlla
SN002101,"pee, urinate",orinana,,meana,orinar,ishpana
SN002102,gold,oro,,,oro,"quillu, oru"
SN002103,"band (musical), orchestra",orquesta,,banda,"banda, orquesta","tunu, mistica, musica, banda, orquesta"
SN002104,branch (often U-shaped),orqueta,,,"rama, orqueta",orqueta
SN002105,nettle (stinging),orrtiga,,,ortiga,ortiga
SN002106,vegetables,ortalisa,,,hortaliza,ortalisa
SN002107,nettle (hit with),ortigana,,,ortigar,ortigana
SN002108,"louse, lice",osa,,,piojos,usa
SN002109,"darken, get dark out, become dark",oscoresena,,,"oscurecer, obscurecer",tutayajuna
SN002110,dark,oscuro,,,oscuro,yana
SN002111,"in other words, what I mean to say",osea,"Expresión fija derivada del español: ""o + sea"".",,o sea,osea
SN002112,"in other words, what I mean to say",oseaqui,"Expresión fija derivada del español: ""o + sea + que"".",,o sea que,imashna
SN002113,or if not,oseno,"Expresión fija derivada del español: ""o + si + no"".",,o sino,osina
SN002114,lazy (f),osiotsa,,,"ociosa, vaga","quillac (huarmipa), vago (huarmipa)"
SN002115,lazy (m),osiotso,,,"ocioso, vago","quillac (jaripa), vago (jaripa)"
SN002116,Otavalo,Otavalo,"Es la capital del Cantón Otavalo, la ciudad está ubicada al norte de Pijal.",,Otavalo,Otavalo
